voltage,dQdV
2.0130114613250925,-6.768651345819137
2.0620689936597825,-6.787729275060428
2.1111265259944725,-6.806807204301663
2.160184058329162,-6.825885133542954
2.209241590663852,-6.844963062784188
2.258299122998542,-6.86404099202548
2.307355979609646,-6.508813102929764
2.3564067547084773,-2.784832848801557
2.4054642870431673,-2.803910778042848
2.454521819377857,-2.8229887072840825
2.503579351712547,-2.8420666365253737
2.552636884047237,-2.861144565766608
2.601695598898202,-3.5352576770975475
2.6507538069564776,-3.9286414246757317
2.699811339291168,-3.947719353917023
2.7488688716258576,-3.9667972831583143
2.7979261560489723,-3.8485487271005923
2.846983817824219,-3.939328095568726
2.896040758681381,-3.6307669059019645
2.946158712766265,-2.8583552152065295
2.9941472421000013,1.0845180727684465
2.9942045096739047,-30.637900031288154
3.0432047744346913,1.0654401435271552
3.0584562331200726,-47.22590764596157
3.0922623067693813,1.046362214285864
3.0923739700919475,-60.807674265895116
3.1413198391040713,1.0272842850446295
3.1275650269868214,-79.72379023246538
3.1903773714387613,1.0082063558033383
3.1594929396538483,-102.32554692072472
3.239434903773451,0.9891284265621039
3.2440786451864962,-100.91736497287627
3.259641868583697,-75.44724546253076
3.288490746799176,1.9058150431632157
3.281896613720945,-51.00906848841748
3.315299817287462,-26.03196410153282
3.337534595731252,9.466429935245174
3.174817589734337,-122.61838150686708
3.190021896954435,-144.79096095967498
3.200150379212566,-155.29489981388645
3.2228420547894228,-124.9703910210552
3.3641058439383906,24.308006394275765
3.3741795662591727,44.137422168928765
3.3993965174083947,75.62761557681523
3.4119807722414857,104.78938836660228
3.4371977233907067,136.2795817744887
3.4750579016132415,164.26485837184663
3.5331581951405466,180.575597146586
3.578627898503158,193.39124781750058
3.6266397266496258,198.03924321766578
3.6569956873039082,182.86077145518914
