voltage,dQdV
2.013634688289806,-4.626736111111086
2.0626921861836562,-5.094618055555486
2.1117496840775063,-6.3111111111110745
2.1608071819713563,-6.68541666666664
2.2098646798652064,-7.621180555555554
2.2589221777590565,-8.744097222222194
2.3079796756529065,-9.96059027777767
2.3570371735467566,-11.83211805555544
2.4060946714406066,-13.516493055555486
2.4551521693344567,-15.855902777777771
2.506067905784892,-17.579267939814656
2.553267165122157,-12.440364583333178
2.602324663016007,0.5199652777778851
2.602324663016007,-28.86302083333311
2.651382160909857,0.5199652777778851
2.651382160909857,-34.38402777777759
2.700439658803707,0.519965277777942
2.700439658803707,-44.67743055555542
2.749497156697557,0.519965277777942
2.798554654591407,0.519965277777942
2.847612152485257,0.519965277777942
2.896669650379107,0.519965277777942
2.9457271482729572,0.519965277777942
2.9947846461668073,0.9878472222223422
3.0438421440606573,3.233680555555736
3.0928996419545074,15.585763888889119
3.1285778222409437,34.48819444444467
3.146416912384162,54.388773148148346
3.1597962299915756,80.55117187500025
3.1672291842179163,109.63003472222249
3.1727042965459145,133.4166666666669
3.1903959561920807,161.4166666666669
3.1979780960404383,212.75000000000028
3.223251895534962,258.2500000000003
3.245998315080034,311.91666666666697
3.2636899747262005,336.41666666666697
3.2940185341196297,371.41666666666697
3.331929233361415,393.58333333333366
3.3723673125526537,390.0833333333337
3.405223251895535,365.5833333333337
3.422914911541702,331.75000000000034
3.4330244313395117,302.58333333333366
3.453243470935131,260.58333333333366
3.4785172704296548,226.75000000000034
3.5012636899747265,195.25000000000034
3.5240101095197978,171.91666666666697
3.5543386689132266,142.75000000000034
3.587194608256108,120.58333333333366
3.6175231676495367,110.08333333333366
3.6402695871946085,100.75000000000028
3.3268744734625106,-21.749999999999716
3.296545914069082,-38.08333333333297
3.2864363942712727,-59.08333333333297
3.2813816343723676,-78.91666666666646
3.2839090143218197,-99.91666666666646
3.2737994945240105,-123.24999999999972
3.2636899747262005,-148.91666666666634
3.245998315080034,-167.5833333333331
3.2106149957877004,-187.41666666666657
3.1903959561920807,-197.91666666666657
3.14743049705139,-214.24999999999983
3.0817186183656275,-231.74999999999983
3.03117101937658,-231.74999999999983
3.0033698399326036,-224.74999999999983
2.9780960404380794,-216.5833333333332
2.925021061499579,-199.0833333333332
2.8871103622577925,-178.0833333333332
2.849199663016007,-152.41666666666657
2.818871103622578,-130.24999999999983
2.7809604043807923,-101.0833333333332
2.750631844987363,-87.0833333333332
2.730412805391744,-68.41666666666646
