Time(s),Time(minute),Time(h),bottom1(C),bottom2(C),inlet(C),outlet(C),,,,TC1(C),TC2(C),TC3(C),,,,,
884.613120,14.743552,0.245726,22.1397,22.4311,22.8127,24.0711,-9999,-59994.03,-9999,22.6481,22.9337,22.7124,-0.0406,-0.1912,-0.3214,-32.3613,-0.5128
891.023360,14.850389,0.247506,22.1438,22.4299,22.8106,24.0658,-9999,-59994.03,-9999,22.6408,22.9349,22.7124,-0.0394,-0.1939,-0.3244,-32.6657,-0.5214
897.433600,14.957227,0.249287,22.142,22.3943,22.7794,24.0524,-9999,-59994.03,-9999,22.6338,22.933,22.7131,-0.039,-0.1954,-0.326,-33.0129,-0.5247
903.843840,15.064064,0.251068,28.3623,20.9739,18.8759,20.6711,-9999,-59994.03,-9999,19.6986,20.1633,20.3067,-0.0445,-0.1992,-0.3277,-33.0878,-0.529
910.254080,15.170901,0.252848,27.3976,22.0269,19.5582,21.5081,-9999,-59994.03,-9999,19.6266,20.313,20.4494,-0.0442,-0.202,-0.3315,-33.6275,-0.5361
916.664320,15.277739,0.254629,27.4549,23.4374,19.871,21.5046,-9999,-59994.03,-9999,19.4027,20.4802,20.392,-0.039,-0.1999,-0.3336,-34.1367,-0.544
923.074560,15.384576,0.256410,27.5996,25.1239,19.7862,21.6226,-9999,-59994.03,-9999,19.8822,20.2634,20.5159,-0.0378,-0.2003,-0.336,-34.9266,-0.551
929.484800,15.491413,0.258190,27.9449,26.9029,19.6662,21.3491,-9999,-59994.03,-9999,19.5675,20.2907,20.477,-0.0416,-0.2055,-0.3385,-35.3659,-0.5579
935.895040,15.598251,0.259971,28.3184,28.6654,19.5916,21.7512,-9999,-59994.03,-9999,19.7044,20.5043,20.5094,-0.0411,-0.2064,-0.3404,-35.5157,-0.5615
942.305280,15.705088,0.261751,28.7552,30.5878,19.919,21.4375,-9999,-59994.03,-9999,19.878,20.3463,20.6583,-0.0406,-0.2056,-0.3383,-35.4342,-0.5618
948.715520,15.811925,0.263532,29.3214,32.3327,19.8266,21.5,-9999,-59994.03,-9999,19.7165,20.4505,20.5388,-0.045,-0.2083,-0.3425,-35.7556,-0.5693
955.125760,15.918763,0.265313,29.8395,34.0058,19.6416,21.5467,-9999,-59994.03,-9999,20.0209,20.2694,20.6168,-0.0459,-0.2101,-0.3476,-36.0469,-0.5727
961.536000,16.025600,0.267093,30.5377,35.6999,19.7686,21.493,-9999,-59994.03,-9999,19.7005,20.4299,20.6356,-0.0458,-0.2151,-0.3545,-36.4231,-0.5782
967.946240,16.132437,0.268874,31.2273,37.4428,19.9832,21.4768,-9999,-59994.03,-9999,19.7026,20.5601,20.7271,-0.0503,-0.2193,-0.3594,-37.3108,-0.5839
974.356480,16.239275,0.270655,31.9711,39.1027,19.9413,21.4065,-9999,-59994.03,-9999,19.9023,20.4209,20.7414,-0.0504,-0.2223,-0.364,-38.0434,-0.5873
980.766720,16.346112,0.272435,32.7378,40.5566,19.4657,21.6062,-9999,-59994.03,-9999,19.8516,20.602,20.5958,-0.045,-0.2203,-0.3663,-38.394,-0.5896
987.176960,16.452949,0.274216,33.4458,42.2392,19.9952,21.3627,-9999,-59994.03,-9999,19.8634,20.5999,20.7627,-0.0424,-0.216,-0.3655,-38.3411,-0.591
993.587200,16.559787,0.275996,34.4016,43.8523,19.7703,21.5395,-9999,-59994.03,-9999,20.0673,20.5367,20.8949,-0.0436,-0.2144,-0.3655,-38.7381,-0.5966
999.997440,16.666624,0.277777,35.2042,45.3897,19.6648,21.5622,-9999,-59994.03,-9999,19.9656,20.6212,20.9729,-0.0439,-0.2181,-0.3693,-38.9989,-0.5995
1006.407680,16.773461,0.279558,36.0551,46.8746,19.3895,21.5816,-9999,-59994.03,-9999,20.1838,20.756,20.6884,-0.0459,-0.2239,-0.3752,-39.5291,-0.6044
1012.817920,16.880299,0.281338,36.9363,48.4501,19.5086,21.6966,-9999,-59994.03,-9999,19.9957,20.6673,21.0713,-0.0517,-0.2263,-0.3787,-39.861,-0.6082
1019.228160,16.987136,0.283119,37.9613,49.9721,19.6029,21.5145,-9999,-59994.03,-9999,20.207,20.4528,21.0771,-0.0526,-0.2295,-0.3856,-40.7635,-0.6183
1025.638400,17.093973,0.284900,38.7721,51.4717,19.554,21.6378,-9999,-59994.03,-9999,20.0904,20.7599,21.0222,-0.0504,-0.2304,-0.3887,-41.3871,-0.6208
1032.048640,17.200811,0.286680,39.6921,52.9767,19.7478,21.3958,-9999,-59994.03,-9999,20.1446,20.8717,21.0512,-0.0488,-0.2285,-0.3864,-41.3516,-0.6191
1038.458880,17.307648,0.288461,40.6248,54.4176,19.5204,21.5636,-9999,-59994.03,-9999,20.1463,20.5045,21.3155,-0.0457,-0.226,-0.3812,-41.0165,-0.6238
1044.869120,17.414485,0.290241,41.6406,55.8759,19.5828,21.5448,-9999,-59994.03,-9999,20.1745,20.7895,21.368,-0.0501,-0.2299,-0.3851,-41.4688,-0.6328
1051.279360,17.521323,0.292022,42.6189,57.2681,19.6945,21.3424,-9999,-59994.03,-9999,20.3103,20.9794,21.1794,-0.054,-0.2375,-0.3911,-42.1882,-0.639
1057.689600,17.628160,0.293803,43.6244,58.8072,19.8004,21.5816,-9999,-59994.03,-9999,20.1801,20.8356,21.212,-0.0516,-0.2381,-0.3946,-42.2721,-0.6422
1064.099840,17.734997,0.295583,44.6283,60.2467,19.9318,21.4879,-9999,-59994.03,-9999,20.4064,20.8731,21.3057,-0.0497,-0.2376,-0.396,-42.3788,-0.647
1070.510080,17.841835,0.297364,45.6311,61.6827,19.8115,21.6684,-9999,-59994.03,-9999,20.4659,20.9247,21.3573,-0.0498,-0.2407,-0.3966,-42.6141,-0.6481
1076.920320,17.948672,0.299145,46.5554,63.0506,19.7499,21.6897,-9999,-59994.03,-9999,20.7727,20.6629,21.7833,-0.0532,-0.2407,-0.4011,-43.1557,-0.6527
1083.330560,18.055509,0.300925,47.6635,64.469,19.4066,21.6614,-9999,-59994.03,-9999,20.5474,20.9479,21.8828,-0.0533,-0.2391,-0.4006,-43.2901,-0.6527
1089.740800,18.162347,0.302706,48.6308,65.8743,19.6377,21.6529,-9999,-59994.03,-9999,20.8188,21.1703,21.7796,-0.0531,-0.2369,-0.3996,-43.2268,-0.6553
1096.151040,18.269184,0.304486,49.7783,67.3847,19.7322,21.5856,-9999,-59994.03,-9999,20.9403,20.8882,22.0164,-0.0545,-0.2389,-0.402,-43.8407,-0.6613
1102.561280,18.376021,0.306267,50.7164,68.8186,19.9065,21.5812,-9999,-59994.03,-9999,21.1181,20.8847,22.426,-0.053,-0.2389,-0.4011,-43.8945,-0.6614
1108.971520,18.482859,0.308048,51.7673,70.1205,19.7339,21.5916,-9999,-59994.03,-9999,21.1563,21.0921,22.2812,-0.0444,-0.2286,-0.3878,-42.7953,-0.6528
1115.381760,18.589696,0.309828,52.8212,71.5889,19.884,21.4058,-9999,-59994.03,-9999,21.2576,21.1138,22.4255,-0.0368,-0.2184,-0.379,-41.9747,-0.6498
1121.792000,18.696533,0.311609,53.941,72.9132,19.8293,21.5113,-9999,-59994.03,-9999,21.0331,21.3587,22.6229,-0.0338,-0.2097,-0.3739,-41.6636,-0.6471
1128.202240,18.803371,0.313390,55.0366,74.3101,19.6882,21.4372,-9999,-59994.03,-9999,21.3292,21.3508,22.9539,-0.0354,-0.208,-0.3709,-41.2182,-0.645
1134.612480,18.910208,0.315170,56.0944,75.7249,19.8882,21.4303,-9999,-59994.03,-9999,21.2926,21.2754,23.2582,-0.039,-0.2113,-0.3705,-40.9652,-0.6415
1141.022720,19.017045,0.316951,57.2627,77.0703,19.9816,21.5587,-9999,-59994.03,-9999,21.5916,21.2921,23.4949,-0.0413,-0.213,-0.3686,-40.5311,-0.6352
1147.432960,19.123883,0.318731,58.1774,78.4545,20.0147,21.3715,-9999,-59994.03,-9999,21.5365,21.5584,23.4256,-0.0452,-0.2208,-0.3737,-40.7566,-0.6365
1153.843200,19.230720,0.320512,59.1835,79.6258,19.7997,21.4877,-9999,-59994.03,-9999,21.4365,21.5982,24.0154,-0.0542,-0.2267,-0.3733,-40.5294,-0.6361
1160.253440,19.337557,0.322293,60.4002,81.0278,19.9074,21.5795,-9999,-59994.03,-9999,21.6778,21.5933,24.2045,-0.0583,-0.2304,-0.3771,-40.4959,-0.6325
1166.663680,19.444395,0.324073,61.4637,82.3224,19.6727,21.6626,-9999,-59994.03,-9999,22.1615,21.727,24.1618,-0.056,-0.2304,-0.378,-40.2169,-0.6257
1173.073920,19.551232,0.325854,62.4707,83.5557,19.7573,21.3831,-9999,-59994.03,-9999,22.0664,21.684,24.625,-0.0523,-0.2247,-0.3734,-39.4722,-0.6195
1179.484160,19.658069,0.327634,63.5381,84.8986,19.5798,21.6524,-9999,-59994.03,-9999,22.1973,22.1297,24.8949,-0.051,-0.2186,-0.3683,-38.9155,-0.6117
1185.894400,19.764907,0.329415,64.7273,86.2439,19.5939,21.5668,-9999,-59994.03,-9999,22.4859,21.8686,25.0506,-0.0469,-0.2157,-0.3696,-39.1399,-0.6087
1192.304640,19.871744,0.331196,65.6943,87.4689,19.4393,21.7089,-9999,-59994.03,-9999,22.6163,22.0708,25.3411,-0.0406,-0.2077,-0.3642,-38.8623,-0.6055
1198.714880,19.978581,0.332976,66.7652,88.7635,19.7533,21.4072,-9999,-59994.03,-9999,22.5839,22.2939,25.5187,-0.0302,-0.191,-0.3474,-37.6698,-0.5954
1205.125120,20.085419,0.334757,67.932,90.1383,19.6555,21.5467,-9999,-59994.03,-9999,22.959,22.3369,26.0762,-0.036,-0.1876,-0.3426,-37.2822,-0.591
1211.535360,20.192256,0.336538,69.0637,91.3461,19.5024,21.559,-9999,-59994.03,-9999,23.0625,22.6955,26.2062,-0.0373,-0.1919,-0.3429,-37.0646,-0.5874
1217.945600,20.299093,0.338318,70.0311,92.5564,19.8083,21.4849,-9999,-59994.03,-9999,22.8275,22.7948,26.3479,-0.0381,-0.1931,-0.3386,-36.3728,-0.5828
1224.355840,20.405931,0.340099,71.1363,93.9748,19.9253,21.7121,-9999,-59994.03,-9999,23.2901,22.8383,26.852,-0.0368,-0.1928,-0.3355,-36.3187,-0.5798
1230.766080,20.512768,0.341879,72.0431,95.1575,19.6667,21.5675,-9999,-59994.03,-9999,23.2099,23.1292,27.2825,-0.0376,-0.1876,-0.3326,-36.1751,-0.5803
1237.176320,20.619605,0.343660,73.3904,96.4161,19.5726,21.4613,-9999,-59994.03,-9999,23.6747,23.1673,27.7294,-0.0425,-0.1855,-0.3303,-36.177,-0.5838
1243.586560,20.726443,0.345441,74.4349,97.6608,19.5522,21.6825,-9999,-59994.03,-9999,23.8414,23.3891,27.8969,-0.0438,-0.1881,-0.3277,-35.75,-0.5835
1249.996800,20.833280,0.347221,75.5626,99.0137,19.9176,21.4953,-9999,-59994.03,-9999,23.6317,23.5118,28.3331,-0.0454,-0.1928,-0.3266,-35.4098,-0.5808
1256.407040,20.940117,0.349002,76.7098,100.2887,19.9149,21.8567,-9999,-59994.03,-9999,24.3732,23.7854,28.4663,-0.0412,-0.1932,-0.327,-34.8959,-0.577
1262.817280,21.046955,0.350783,77.6952,101.4754,19.7501,21.8238,-9999,-59994.03,-9999,24.3811,23.9226,28.9515,-0.0418,-0.1948,-0.3283,-34.804,-0.5722
1269.227520,21.153792,0.352563,78.8396,102.7891,19.7985,21.8121,-9999,-59994.03,-9999,24.5239,24.1116,29.082,-0.045,-0.2026,-0.3374,-34.9226,-0.5682
1275.637760,21.260629,0.354344,79.9641,104.0377,19.7626,21.8345,-9999,-59994.03,-9999,24.5719,24.291,29.4852,-0.0473,-0.2094,-0.3455,-35.5225,-0.5713
1282.048000,21.367467,0.356124,80.7878,105.1919,19.8405,21.6552,-9999,-59994.03,-9999,24.8975,24.6413,29.8595,-0.0508,-0.2131,-0.3518,-36.1983,-0.5753
1288.458240,21.474304,0.357905,82.1374,106.4166,19.6412,21.6841,-9999,-59994.03,-9999,24.9856,24.6302,30.3576,-0.0494,-0.2173,-0.3551,-37.1662,-0.5855
1294.868480,21.581141,0.359686,83.1956,107.744,20.1426,21.76,-9999,-59994.03,-9999,25.3154,24.8249,30.9773,-0.0501,-0.2167,-0.3572,-37.6695,-0.5895
1301.278720,21.687979,0.361466,84.1742,108.8862,20.1322,21.6106,-9999,-59994.03,-9999,25.5953,25.1218,31.3564,-0.0471,-0.2156,-0.3607,-38.0276,-0.5912
1307.688960,21.794816,0.363247,85.3573,110.1473,20.1878,21.7061,-9999,-59994.03,-9999,25.8636,25.2164,31.8061,-0.0462,-0.2103,-0.3575,-37.7886,-0.587
1314.099200,21.901653,0.365028,86.4023,111.2922,19.8039,21.8387,-9999,-59994.03,-9999,26.0376,25.5299,31.9182,-0.0447,-0.2116,-0.3599,-37.8042,-0.586
1320.509440,22.008491,0.366808,87.4706,112.4894,19.7311,21.9092,-9999,-59994.03,-9999,26.4177,25.7906,32.3253,-0.043,-0.2082,-0.355,-37.8835,-0.5854
1326.919680,22.115328,0.368589,88.5309,113.6174,19.71,21.9816,-9999,-59994.03,-9999,26.552,26.1112,32.9077,-0.0409,-0.2075,-0.353,-38.2752,-0.5898
1333.329920,22.222165,0.370369,89.7159,114.9793,19.8229,21.7607,-9999,-59994.03,-9999,26.6913,26.2819,33.0405,-0.0408,-0.2073,-0.3555,-38.4629,-0.5926
1339.740160,22.329003,0.372150,90.8766,116.2557,19.9156,22.0267,-9999,-59994.03,-9999,27.0726,26.4522,33.7274,-0.0423,-0.2088,-0.357,-38.6403,-0.5943
1346.150400,22.435840,0.373931,91.9008,117.3409,19.716,21.9175,-9999,-59994.03,-9999,27.2989,26.7486,34.1689,-0.0432,-0.2124,-0.3633,-39.0421,-0.5996
1352.560640,22.542677,0.375711,92.9479,118.5785,20.0761,21.7429,-9999,-59994.03,-9999,27.2365,26.9899,34.742,-0.0479,-0.2143,-0.3633,-38.6885,-0.5983
1358.970880,22.649515,0.377492,94.0517,119.8088,20.1616,21.7933,-9999,-59994.03,-9999,27.9678,27.2703,34.8508,-0.0488,-0.2197,-0.3668,-39.0522,-0.6061
1365.381120,22.756352,0.379273,95.2473,120.871,19.9603,21.9853,-9999,-59994.03,-9999,27.9422,27.4813,35.4094,-0.0469,-0.2202,-0.369,-39.5553,-0.608
1371.791360,22.863189,0.381053,96.1739,122.1265,19.7591,21.9608,-9999,-59994.03,-9999,28.3169,27.6523,35.8919,-0.0456,-0.2167,-0.3677,-39.2849,-0.6055
1378.201600,22.970027,0.382834,97.3631,123.4009,20.0455,21.9027,-9999,-59994.03,-9999,28.8332,28.0877,36.2633,-0.0428,-0.2113,-0.3637,-39.0525,-0.6011
1384.611840,23.076864,0.384614,98.4115,124.4666,20.0043,21.8863,-9999,-59994.03,-9999,28.9433,28.538,36.8177,-0.0486,-0.2142,-0.3635,-38.8954,-0.6003
1391.022080,23.183701,0.386395,99.4596,125.6587,19.9417,22.1555,-9999,-59994.03,-9999,29.1857,28.7747,37.2153,-0.0485,-0.2175,-0.3664,-39.086,-0.6018
1397.432320,23.290539,0.388176,100.6024,126.8466,19.8465,21.8352,-9999,-59994.03,-9999,29.5704,29.124,37.5942,-0.0464,-0.2211,-0.3726,-39.4098,-0.6036
1403.842560,23.397376,0.389956,101.5614,127.9668,19.8396,21.902,-9999,-59994.03,-9999,29.8433,29.5292,38.1279,-0.0481,-0.2201,-0.3746,-39.5946,-0.6057
1410.252800,23.504213,0.391737,102.6174,129.1547,19.7494,22.1407,-9999,-59994.03,-9999,30.2677,29.4569,38.7452,-0.0454,-0.2183,-0.3704,-39.4259,-0.6069
1416.663040,23.611051,0.393518,103.8115,130.3554,19.8662,22.1342,-9999,-59994.03,-9999,30.7303,29.9327,39.0756,-0.04,-0.217,-0.37,-39.6092,-0.609
1423.073280,23.717888,0.395298,104.9274,131.5545,20.087,22.1467,-9999,-59994.03,-9999,30.8063,30.1946,39.9194,-0.041,-0.2141,-0.3671,-39.6697,-0.6143
1429.483520,23.824725,0.397079,105.9583,132.7786,20.0349,22.1042,-9999,-59994.03,-9999,31.0244,30.4917,40.3587,-0.0411,-0.2099,-0.3625,-39.5322,-0.6139
1435.893760,23.931563,0.398859,107.1365,133.8907,20.1688,21.9594,-9999,-59994.03,-9999,31.4009,30.8152,40.9563,-0.0516,-0.2157,-0.3629,-39.733,-0.6158
1442.304000,24.038400,0.400640,108.1295,135.0133,20.0057,22.1386,-9999,-59994.03,-9999,31.8314,31.1402,41.3472,-0.0518,-0.2204,-0.367,-40.1194,-0.6199
1448.714240,24.145237,0.402421,109.2527,136.1242,20.0912,22.1074,-9999,-59994.03,-9999,32.0596,31.8758,41.6659,-0.0545,-0.2263,-0.3742,-40.7382,-0.6267
1455.124480,24.252075,0.404201,110.2249,137.3617,20.2635,22.0831,-9999,-59994.03,-9999,32.3849,32.0417,42.4338,-0.0566,-0.2325,-0.3806,-41.0916,-0.6293
1461.534720,24.358912,0.405982,111.3514,138.4259,20.2876,22.0908,-9999,-59994.03,-9999,32.6369,32.5778,42.7847,-0.0542,-0.2363,-0.3851,-41.2727,-0.6306
1467.944960,24.465749,0.407762,112.4449,139.5852,20.2005,22.1497,-9999,-59994.03,-9999,33.4582,32.6522,43.29,-0.052,-0.2377,-0.3924,-41.7909,-0.6353
1474.355200,24.572587,0.409543,113.5105,140.6073,20.0405,22.2919,-9999,-59994.03,-9999,33.3246,33.228,43.8862,-0.0543,-0.2405,-0.396,-42.3918,-0.641
1480.765440,24.679424,0.411324,114.5436,141.7424,19.9911,22.1786,-9999,-59994.03,-9999,33.6502,33.4898,44.5874,-0.0508,-0.2392,-0.3983,-42.9193,-0.6456
1487.175680,24.786261,0.413104,115.6479,142.8822,19.8597,22.1139,-9999,-59994.03,-9999,34.2924,33.84,44.8068,-0.0439,-0.2317,-0.3957,-42.7908,-0.6425
1493.585920,24.893099,0.414885,116.7032,143.9216,20.0731,22.0119,-9999,-59994.03,-9999,34.8008,34.1406,45.5093,-0.0403,-0.2215,-0.3865,-42.5553,-0.6402
1499.996160,24.999936,0.416666,117.7477,145.121,20.1706,22.0142,-9999,-59994.03,-9999,34.7647,34.6465,46.205,-0.0432,-0.22,-0.3836,-42.2511,-0.6343
1506.406400,25.106773,0.418446,118.7013,146.1601,20.0476,22.1234,-9999,-59994.03,-9999,35.216,34.8483,46.793,-0.0478,-0.2233,-0.386,-42.2976,-0.6326
1512.816640,25.213611,0.420227,119.844,147.293,20.1681,22.0494,-9999,-59994.03,-9999,35.7737,35.3649,47.0975,-0.0444,-0.2186,-0.3827,-42.3229,-0.6328
1519.226880,25.320448,0.422007,120.9005,148.3694,19.7622,22.3294,-9999,-59994.03,-9999,36.2099,35.9381,47.707,-0.0438,-0.2192,-0.3774,-41.9901,-0.6321
1525.637120,25.427285,0.423788,121.8888,149.376,19.8414,22.11,-9999,-59994.03,-9999,36.4863,36.1743,48.3376,-0.0479,-0.2186,-0.3736,-41.572,-0.6333
1532.047360,25.534123,0.425569,123.0032,150.5553,20.0055,22.3107,-9999,-59994.03,-9999,36.7507,36.5287,48.8382,-0.046,-0.2212,-0.374,-41.4348,-0.6321
1538.457600,25.640960,0.427349,124.1387,151.689,20.0092,22.0575,-9999,-59994.03,-9999,37.3572,36.9688,49.4008,-0.0499,-0.2195,-0.3677,-40.3733,-0.6298
1544.867840,25.747797,0.429130,125.194,152.5937,19.8366,22.2182,-9999,-59994.03,-9999,37.9995,37.0712,50.0565,-0.0541,-0.2246,-0.3697,-40.2498,-0.632
1551.278080,25.854635,0.430911,126.2097,153.6661,20.1104,22.1537,-9999,-59994.03,-9999,38.4487,37.6453,50.4598,-0.0552,-0.2312,-0.3765,-40.703,-0.6334
1557.688320,25.961472,0.432691,127.3291,154.6514,19.8977,22.1867,-9999,-59994.03,-9999,38.8612,37.8944,51.3164,-0.0546,-0.2359,-0.3828,-41.1409,-0.6347
1564.098560,26.068309,0.434472,128.3572,155.7986,19.8922,22.3983,-9999,-59994.03,-9999,39.0872,38.4162,51.9563,-0.0537,-0.2365,-0.3852,-41.3946,-0.6362
1570.508800,26.175147,0.436252,129.3741,156.7657,19.8317,22.2704,-9999,-59994.03,-9999,39.3506,38.8666,52.3887,-0.0504,-0.2348,-0.3842,-41.2406,-0.6344
1576.919040,26.281984,0.438033,130.3714,157.8082,20.0159,22.0885,-9999,-59994.03,-9999,39.9729,39.1095,53.0405,-0.0459,-0.2259,-0.3802,-41.1981,-0.6314
1583.329280,26.388821,0.439814,131.4265,158.8578,20.046,22.1044,-9999,-59994.03,-9999,40.3798,39.7982,53.4052,-0.0398,-0.2169,-0.3754,-41.029,-0.6269
1589.739520,26.495659,0.441594,132.5751,159.9417,19.9406,22.4025,-9999,-59994.03,-9999,41.0018,39.9997,53.9924,-0.0389,-0.2166,-0.3745,-40.9617,-0.6239
1596.149760,26.602496,0.443375,133.542,160.8963,20.1848,22.0457,-9999,-59994.03,-9999,41.5432,40.5551,54.8441,-0.042,-0.2159,-0.3717,-40.6756,-0.623
1602.560000,26.709333,0.445156,134.7048,161.9615,19.9529,22.2385,-9999,-59994.03,-9999,41.811,41.1056,55.2626,-0.0424,-0.2147,-0.3696,-40.5079,-0.622
1608.970240,26.816171,0.446936,135.8059,162.9416,20.0291,21.9929,-9999,-59994.03,-9999,42.3405,41.333,55.8879,-0.0417,-0.2126,-0.3665,-40.0433,-0.6171
1615.380480,26.923008,0.448717,136.7478,164.0049,19.8917,22.1731,-9999,-59994.03,-9999,42.7105,42.1396,56.4568,-0.0487,-0.214,-0.369,-39.8444,-0.6134
1621.790720,27.029845,0.450497,137.819,165.0879,20.1188,22.1948,-9999,-59994.03,-9999,43.0266,42.3587,57.346,-0.049,-0.2158,-0.3715,-40.1607,-0.6143
1628.200960,27.136683,0.452278,138.8958,166.1527,20.0029,22.2325,-9999,-59994.03,-9999,43.6975,42.8203,57.6673,-0.0391,-0.2087,-0.368,-39.8832,-0.6104
1634.611200,27.243520,0.454059,139.9346,167.1333,19.9932,22.1033,-9999,-59994.03,-9999,44.1348,43.275,58.3343,-0.038,-0.2059,-0.3634,-39.1588,-0.6047
1641.021440,27.350357,0.455839,140.9672,168.1856,20.2469,22.0293,-9999,-59994.03,-9999,44.7553,43.8612,58.8266,-0.0415,-0.2055,-0.3615,-38.7561,-0.6012
1647.431680,27.457195,0.457620,142.0153,169.2693,20.2339,22.0087,-9999,-59994.03,-9999,45.2509,44.2413,59.5561,-0.0439,-0.2054,-0.3565,-38.526,-0.5976
1653.841920,27.564032,0.459401,143.0956,170.2235,20.3326,22.1312,-9999,-59994.03,-9999,45.5893,44.6708,60.2425,-0.0437,-0.2064,-0.3562,-38.757,-0.6
1660.252160,27.670869,0.461181,144.0596,171.2639,19.8491,22.2298,-9999,-59994.03,-9999,46.2901,44.9692,60.8385,-0.0455,-0.2091,-0.3592,-39.0478,-0.6043
1666.662400,27.777707,0.462962,145.0775,172.2045,19.9297,22.2453,-9999,-59994.03,-9999,46.5783,45.8582,61.4431,-0.0469,-0.2101,-0.3581,-39.1056,-0.6059
1673.072640,27.884544,0.464742,146.0923,173.2247,20.0141,22.4011,-9999,-59994.03,-9999,47.1723,46.0959,62.2279,-0.0483,-0.212,-0.3609,-39.4424,-0.6086
1679.482880,27.991381,0.466523,147.2203,174.2364,19.8479,22.3592,-9999,-59994.03,-9999,47.7789,46.7285,62.6578,-0.0495,-0.2189,-0.3713,-40.1971,-0.6105
1685.893120,28.098219,0.468304,148.1173,175.2141,19.7791,22.4279,-9999,-59994.03,-9999,48.3132,46.9778,63.4795,-0.0456,-0.2158,-0.371,-40.1829,-0.6096
1692.303360,28.205056,0.470084,149.0859,176.3204,20.2476,22.0885,-9999,-59994.03,-9999,48.782,47.4371,64.2044,-0.0451,-0.2138,-0.3685,-39.8473,-0.6104
1698.713600,28.311893,0.471865,150.1527,177.2465,20.0192,22.2748,-9999,-59994.03,-9999,49.5003,47.9832,64.6909,-0.0427,-0.2085,-0.3611,-39.3395,-0.6074
1705.123840,28.418731,0.473646,151.1404,178.2191,20.1415,22.1511,-9999,-59994.03,-9999,49.6608,48.5847,65.4749,-0.0398,-0.2059,-0.3571,-38.8819,-0.5985
1711.534080,28.525568,0.475426,152.0891,179.2724,20.3157,22.119,-9999,-59994.03,-9999,50.4704,48.8456,66.129,-0.0415,-0.2062,-0.3537,-38.2437,-0.5924
1717.944320,28.632405,0.477207,152.9202,180.2452,20.1153,22.1033,-9999,-59994.03,-9999,50.7508,49.6179,66.6646,-0.0397,-0.2017,-0.3498,-37.7768,-0.5892
1724.354560,28.739243,0.478987,154.1291,181.3271,19.9853,22.418,-9999,-59994.03,-9999,51.5243,50.2517,67.1203,-0.0326,-0.1941,-0.3447,-37.6136,-0.5859
1730.764800,28.846080,0.480768,155.0313,182.1919,20.0208,22.2263,-9999,-59994.03,-9999,52.2168,50.564,67.6927,-0.0292,-0.1855,-0.3369,-36.9754,-0.5813
1737.175040,28.952917,0.482549,156.038,183.1037,20.0558,22.2071,-9999,-59994.03,-9999,52.7562,51.0379,68.5681,-0.0319,-0.1837,-0.3288,-36.2469,-0.5783
1743.585280,29.059755,0.484329,157.2289,184.203,19.9054,22.2254,-9999,-59994.03,-9999,53.2275,51.4607,69.3208,-0.0346,-0.184,-0.3229,-35.176,-0.5708
1749.995520,29.166592,0.486110,158.2969,185.2051,20.1141,22.4887,-9999,-59994.03,-9999,53.9253,52.2624,69.8214,-0.0329,-0.1811,-0.3171,-34.6389,-0.5688
1756.405760,29.273429,0.487890,159.0614,186.0963,19.8269,22.3814,-9999,-59994.03,-9999,54.256,52.7538,70.6502,-0.0309,-0.1759,-0.3087,-33.7702,-0.5612
1762.816000,29.380267,0.489671,160.2187,187.1767,20.0342,22.2825,-9999,-59994.03,-9999,54.7419,53.307,71.1472,-0.0268,-0.1713,-0.3031,-32.8948,-0.5507
1769.226240,29.487104,0.491452,161.1813,188.0425,19.9659,22.2885,-9999,-59994.03,-9999,55.2383,53.6898,71.9994,-0.0271,-0.1664,-0.2953,-31.9949,-0.5388
1775.636480,29.593941,0.493232,162.1927,189.0413,19.951,22.236,-9999,-59994.03,-9999,56.2555,54.0484,72.6819,-0.0268,-0.1622,-0.2895,-31.3253,-0.5297
1782.046720,29.700779,0.495013,163.243,190.0243,20.0097,22.2372,-9999,-59994.03,-9999,56.4322,54.9093,73.1084,-0.0267,-0.156,-0.2862,-30.718,-0.5216
1788.456960,29.807616,0.496794,164.1163,190.9531,19.9895,22.1634,-9999,-59994.03,-9999,57.0304,55.3618,74.0599,-0.027,-0.1535,-0.2799,-30.1108,-0.5128
1794.867200,29.914453,0.498574,165.1541,191.9858,19.8753,22.2887,-9999,-59994.03,-9999,57.8394,55.7622,74.7206,-0.0288,-0.1549,-0.2781,-29.8415,-0.5093
1801.277440,30.021291,0.500355,166.1552,192.9185,19.9684,22.3317,-9999,-59994.03,-9999,58.2815,56.4928,75.0938,-0.0271,-0.156,-0.2797,-29.2883,-0.5033
1807.687680,30.128128,0.502135,167.1681,193.9462,20.2652,22.1858,-9999,-59994.03,-9999,58.7143,57.1523,75.9797,-0.023,-0.1522,-0.2746,-28.4668,-0.4955
1814.097920,30.234965,0.503916,168.1157,194.7823,19.9656,22.3537,-9999,-59994.03,-9999,59.4178,57.6633,76.4357,-0.0198,-0.1516,-0.2764,-28.4992,-0.4931
1820.508160,30.341803,0.505697,169.0611,195.9232,20.2151,22.1636,-9999,-59994.03,-9999,60.0329,58.2454,77.1488,-0.0212,-0.1512,-0.277,-28.2415,-0.4885
1826.918400,30.448640,0.507477,170.2122,196.7566,20.1065,22.4006,-9999,-59994.03,-9999,60.4689,58.6158,78.1313,-0.0277,-0.1549,-0.2824,-28.5122,-0.489
