Time(s),Time(minute),Time(h),bottom1(C),bottom2(C),inlet(C),outlet(C),,,,TC1(C),TC2(C),TC3(C),,,,,
6525.624320,108.760405,1.812673,697.6817,726.1574,21.592,27.9616,-9999,-59994.03,-9999,660.0341,590.2455,608.5986,-0.0455,-0.2066,-0.3392,-35.9524,-0.5748
6532.034560,108.867243,1.814454,698.3398,726.7104,21.5187,28.1702,-9999,-59994.03,-9999,660.9623,590.6886,609.1014,-0.0482,-0.2137,-0.3492,-36.7944,-0.5809
6538.444800,108.974080,1.816235,698.769,727.2673,22.0248,27.9009,-9999,-59994.03,-9999,661.3716,591.3875,609.8687,-0.0446,-0.2157,-0.3552,-37.2321,-0.5834
6544.855040,109.080917,1.818015,699.3998,727.9155,22.1632,28.0095,-9999,-59994.03,-9999,662.0333,592.1376,610.5558,-0.0467,-0.2189,-0.3593,-37.6273,-0.5881
6551.265280,109.187755,1.819796,699.86,728.3788,21.6897,28.2368,-9999,-59994.03,-9999,662.8863,592.4358,611.2411,-0.0436,-0.2143,-0.3567,-37.4983,-0.5875
6557.675520,109.294592,1.821577,700.3412,728.8945,21.8697,28.1517,-9999,-59994.03,-9999,663.3478,593.0952,611.8574,-0.041,-0.21,-0.3542,-37.6544,-0.5892
6564.085760,109.401429,1.823357,700.9285,729.4307,21.875,27.9465,-9999,-59994.03,-9999,664.1569,593.9648,612.1606,-0.0446,-0.2135,-0.3621,-38.0947,-0.5933
6570.496000,109.508267,1.825138,701.5123,730.0031,21.8056,28.306,-9999,-59994.03,-9999,664.6309,594.6771,613.0879,-0.0473,-0.2181,-0.3672,-38.6297,-0.5969
6576.906240,109.615104,1.826918,702.085,730.4642,21.7448,28.0765,-9999,-59994.03,-9999,665.2737,595.2335,613.5231,-0.0474,-0.2223,-0.3733,-39.6092,-0.605
6583.316480,109.721941,1.828699,702.5023,730.9465,21.6497,27.8407,-9999,-59994.03,-9999,665.8236,595.7295,614.3983,-0.0485,-0.222,-0.3779,-40.3209,-0.6135
6589.726720,109.828779,1.830480,702.957,731.5079,21.7318,28.1179,-9999,-59994.03,-9999,666.2799,596.5453,614.7902,-0.0465,-0.2239,-0.3846,-41.0646,-0.6222
6596.136960,109.935616,1.832260,703.6057,731.9998,21.7971,27.9555,-9999,-59994.03,-9999,667.1255,597.07,615.665,-0.0495,-0.2248,-0.3858,-41.4702,-0.6266
6602.547200,110.042453,1.834041,704.1575,732.6088,21.6506,28.1613,-9999,-59994.03,-9999,667.6257,597.6057,616.2419,-0.0485,-0.2277,-0.3877,-41.5588,-0.6262
6608.957440,110.149291,1.835822,704.6611,733.1324,21.7698,28.1873,-9999,-59994.03,-9999,668.3436,598.1628,616.7866,-0.0436,-0.2265,-0.3882,-41.6757,-0.6301
6615.367680,110.256128,1.837602,705.1547,733.602,21.9483,28.0707,-9999,-59994.03,-9999,669.0787,598.7851,617.2764,-0.0388,-0.2222,-0.3826,-41.221,-0.6275
6621.777920,110.362965,1.839383,705.7007,734.1252,21.4984,28.1087,-9999,-59994.03,-9999,669.7002,599.6226,617.716,-0.0328,-0.2101,-0.3723,-40.5618,-0.6239
6628.188160,110.469803,1.841163,706.239,734.6767,21.5248,28.0477,-9999,-59994.03,-9999,670.2759,600.1297,618.4819,-0.0308,-0.2005,-0.36,-39.5761,-0.6185
6634.598400,110.576640,1.842944,706.8557,735.2175,21.7924,27.9877,-9999,-59994.03,-9999,670.9136,600.7168,618.7825,-0.028,-0.1939,-0.3502,-38.6127,-0.6109
6641.008640,110.683477,1.844725,707.3461,735.65,21.6215,27.9904,-9999,-59994.03,-9999,671.6381,601.1738,619.8438,-0.0281,-0.1861,-0.3399,-37.5928,-0.5998
6647.418880,110.790315,1.846505,707.8295,736.2102,21.724,27.9702,-9999,-59994.03,-9999,672.1984,601.8794,620.2311,-0.0294,-0.1813,-0.332,-36.4829,-0.5892
6653.829120,110.897152,1.848286,708.405,736.7281,21.7603,28.2784,-9999,-59994.03,-9999,672.658,602.3862,620.8921,-0.0296,-0.1802,-0.3242,-35.4843,-0.5815
6660.239360,111.003989,1.850066,708.9186,737.2503,21.4565,28.4694,-9999,-59994.03,-9999,673.2112,603.2327,621.6388,-0.0321,-0.1769,-0.3166,-34.2983,-0.5718
6666.649600,111.110827,1.851847,709.383,737.8526,21.9039,28.3414,-9999,-59994.03,-9999,673.7988,603.9692,621.9801,-0.0343,-0.1768,-0.3104,-33.2626,-0.5641
6673.059840,111.217664,1.853628,709.7955,738.2149,21.7108,28.2673,-9999,-59994.03,-9999,674.7195,604.4831,622.5969,-0.0342,-0.1781,-0.3098,-33.0065,-0.5607
6679.470080,111.324501,1.855408,710.4303,738.7479,21.4776,28.4717,-9999,-59994.03,-9999,675.3004,605.0575,623.3738,-0.0321,-0.1788,-0.3087,-32.8247,-0.5564
6685.880320,111.431339,1.857189,710.9512,739.2768,21.9141,28.0197,-9999,-59994.03,-9999,675.4268,605.727,623.7439,-0.031,-0.1792,-0.3089,-32.5493,-0.5466
6692.290560,111.538176,1.858970,711.5197,739.8098,21.6092,28.372,-9999,-59994.03,-9999,676.3708,606.2511,624.2585,-0.0296,-0.1749,-0.3049,-32.1232,-0.5364
6698.700800,111.645013,1.860750,711.9302,740.2862,21.4891,28.1721,-9999,-59994.03,-9999,676.8622,606.7471,625.3177,-0.0308,-0.1715,-0.3008,-31.5372,-0.5329
6705.111040,111.751851,1.862531,712.5426,740.8801,21.9243,28.176,-9999,-59994.03,-9999,677.3829,607.495,625.7343,-0.0338,-0.1771,-0.3043,-31.5799,-0.5322
6711.521280,111.858688,1.864311,713.0009,741.3954,21.5875,28.4087,-9999,-59994.03,-9999,677.7714,608.1815,626.1491,-0.0314,-0.1784,-0.3042,-31.6442,-0.5309
6717.931520,111.965525,1.866092,713.5323,741.9523,22.0945,28.053,-9999,-59994.03,-9999,678.534,608.8693,626.7465,-0.0263,-0.1755,-0.3026,-31.4554,-0.5245
6724.341760,112.072363,1.867873,714.0017,742.443,21.841,28.0944,-9999,-59994.03,-9999,679.397,609.2833,627.6402,-0.0332,-0.1844,-0.3083,-31.8714,-0.5289
6730.752000,112.179200,1.869653,714.4653,742.8459,21.6078,28.3034,-9999,-59994.03,-9999,680.129,609.9066,628.0626,-0.0338,-0.1905,-0.3192,-32.7635,-0.5367
6737.162240,112.286037,1.871434,715.0782,743.4536,22.1001,28.2381,-9999,-59994.03,-9999,680.7676,610.4077,628.4727,-0.0318,-0.1933,-0.324,-33.276,-0.5397
6743.572480,112.392875,1.873215,715.7128,743.9113,21.5639,28.4145,-9999,-59994.03,-9999,681.0587,611.2082,629.1597,-0.0352,-0.1975,-0.3296,-34.209,-0.5481
6749.982720,112.499712,1.874995,716.1439,744.496,21.7964,28.2207,-9999,-59994.03,-9999,681.602,611.8448,629.9805,-0.0421,-0.2018,-0.3393,-35.6186,-0.5583
6756.392960,112.606549,1.876776,716.7063,745.0303,21.8123,28.2938,-9999,-59994.03,-9999,682.4227,612.2623,630.5661,-0.041,-0.2036,-0.3478,-36.5653,-0.5689
6762.803200,112.713387,1.878556,717.2252,745.5151,21.9509,28.1473,-9999,-59994.03,-9999,682.8876,613.1748,630.8652,-0.0445,-0.2111,-0.3555,-37.1076,-0.5735
6769.213440,112.820224,1.880337,717.702,745.9429,21.8655,27.9978,-9999,-59994.03,-9999,683.4785,613.5248,631.6304,-0.0445,-0.2163,-0.3624,-37.4374,-0.5795
6775.623680,112.927061,1.882118,718.3043,746.4334,21.677,28.1979,-9999,-59994.03,-9999,684.0084,614.3916,632.2924,-0.0427,-0.218,-0.3638,-38.1781,-0.5895
6782.033920,113.033899,1.883898,718.8091,747.0441,21.5414,28.3232,-9999,-59994.03,-9999,684.7315,614.6924,633.0151,-0.0361,-0.2142,-0.3605,-38.5388,-0.5957
6788.444160,113.140736,1.885679,719.2227,747.4965,21.5609,28.2712,-9999,-59994.03,-9999,685.3986,615.3163,633.6747,-0.0339,-0.2092,-0.3562,-38.0964,-0.5945
6794.854400,113.247573,1.887460,719.8171,748.0568,22.0691,28.3632,-9999,-59994.03,-9999,685.9673,616.1263,634.2566,-0.0326,-0.2017,-0.3483,-37.4903,-0.5893
6801.264640,113.354411,1.889240,720.4051,748.5632,21.615,28.2386,-9999,-59994.03,-9999,686.64,616.7211,634.8218,-0.0363,-0.2028,-0.3511,-37.4352,-0.5885
6807.674880,113.461248,1.891021,720.86,749.0982,21.8544,28.4901,-9999,-59994.03,-9999,687.4247,617.417,635.4263,-0.0414,-0.2073,-0.3556,-37.5144,-0.588
6814.085120,113.568085,1.892801,721.4351,749.6296,21.829,28.4055,-9999,-59994.03,-9999,688.044,617.924,635.7115,-0.0423,-0.2091,-0.3554,-37.6381,-0.5886
6820.495360,113.674923,1.894582,721.7905,750.0284,21.4977,28.2906,-9999,-59994.03,-9999,688.3113,618.6677,636.5878,-0.0409,-0.2072,-0.3557,-37.8769,-0.5876
6826.905600,113.781760,1.896363,722.4233,750.6946,21.8286,28.4079,-9999,-59994.03,-9999,688.8466,619.1596,637.19,-0.0429,-0.2119,-0.3545,-37.8916,-0.5899
6833.315840,113.888597,1.898143,723.0603,751.182,21.6389,28.3318,-9999,-59994.03,-9999,689.6119,619.939,637.2845,-0.0425,-0.21,-0.3528,-38.0061,-0.5941
6839.726080,113.995435,1.899924,723.3645,751.6196,21.7326,28.5812,-9999,-59994.03,-9999,690.4365,620.4547,637.9794,-0.0449,-0.2147,-0.3641,-39.0667,-0.6058
6846.136320,114.102272,1.901705,724.0043,752.1658,21.7729,28.6992,-9999,-59994.03,-9999,690.4296,621.0446,639.007,-0.043,-0.2191,-0.372,-40.1756,-0.6142
6852.546560,114.209109,1.903485,724.4573,752.6691,21.8936,28.1706,-9999,-59994.03,-9999,691.5161,621.5727,639.4648,-0.0441,-0.2251,-0.382,-40.9529,-0.6224
6858.956800,114.315947,1.905266,724.981,753.1751,22.1725,28.1793,-9999,-59994.03,-9999,692.247,622.1291,640.1371,-0.0429,-0.2286,-0.3869,-41.2314,-0.6271
6865.367040,114.422784,1.907046,725.4483,753.6308,21.9015,28.175,-9999,-59994.03,-9999,692.576,622.9387,640.5992,-0.0425,-0.2316,-0.3877,-41.1806,-0.6309
6871.777280,114.529621,1.908827,725.9892,754.1388,21.8332,28.1257,-9999,-59994.03,-9999,693.1606,623.485,640.8959,-0.043,-0.2323,-0.388,-41.4964,-0.6342
6878.187520,114.636459,1.910608,726.525,754.6762,21.622,28.6631,-9999,-59994.03,-9999,693.7889,623.9952,641.9842,-0.0462,-0.2332,-0.3917,-41.9038,-0.636
6884.597760,114.743296,1.912388,726.8205,755.1535,22.0009,28.5169,-9999,-59994.03,-9999,694.5975,624.4974,642.5621,-0.0436,-0.2287,-0.3904,-42.222,-0.6392
6891.008000,114.850133,1.914169,727.4885,755.665,21.6526,28.4074,-9999,-59994.03,-9999,694.7661,625.4091,643.0453,-0.0412,-0.2229,-0.3853,-41.7087,-0.6402
6897.418240,114.956971,1.915950,728.0263,756.1162,21.5547,28.6684,-9999,-59994.03,-9999,695.7357,625.935,643.4902,-0.0395,-0.219,-0.3812,-41.6296,-0.6446
6903.828480,115.063808,1.917730,728.4534,756.6287,21.551,28.6012,-9999,-59994.03,-9999,696.1987,626.56,643.9867,-0.0369,-0.2198,-0.3845,-41.986,-0.6526
6910.238720,115.170645,1.919511,728.9689,757.1517,21.9801,28.4081,-9999,-59994.03,-9999,696.881,627.0212,644.9706,-0.0399,-0.2223,-0.3848,-42.4436,-0.6575
6916.648960,115.277483,1.921291,729.6996,757.7457,21.8406,28.4428,-9999,-59994.03,-9999,697.3049,627.9919,645.4489,-0.0434,-0.2234,-0.3836,-42.4121,-0.6571
6923.059200,115.384320,1.923072,730.1967,758.287,22.198,28.2727,-9999,-59994.03,-9999,697.8943,628.2269,645.9156,-0.0425,-0.2267,-0.39,-42.8852,-0.6604
6929.469440,115.491157,1.924853,730.5419,758.6993,22.0678,28.5624,-9999,-59994.03,-9999,698.5022,629.101,646.425,-0.0454,-0.2341,-0.3993,-43.894,-0.6665
6935.879680,115.597995,1.926633,731.0171,759.1282,21.7125,28.673,-9999,-59994.03,-9999,699.2322,629.6628,646.7657,-0.0476,-0.2391,-0.4054,-44.6515,-0.6722
6942.289920,115.704832,1.928414,731.5731,759.67,21.706,28.7532,-9999,-59994.03,-9999,699.6679,630.1719,647.8712,-0.0516,-0.24,-0.4075,-44.9834,-0.6757
6948.700160,115.811669,1.930194,732.1807,760.1393,21.6225,28.6309,-9999,-59994.03,-9999,700.1846,630.8263,648.2431,-0.0514,-0.2441,-0.4118,-44.9633,-0.676
6955.110400,115.918507,1.931975,732.625,760.7151,21.8138,28.7764,-9999,-59994.03,-9999,701.2322,631.4504,649.1422,-0.0496,-0.2386,-0.4054,-44.4366,-0.6738
6961.520640,116.025344,1.933756,733.2464,761.2599,22.2639,28.73,-9999,-59994.03,-9999,701.2882,632.3304,649.562,-0.0482,-0.2321,-0.4014,-43.9219,-0.6725
6967.930880,116.132181,1.935536,733.6189,761.7072,21.8483,28.9628,-9999,-59994.03,-9999,702.3781,632.6394,650.2358,-0.0487,-0.2309,-0.3996,-43.9219,-0.676
6974.341120,116.239019,1.937317,734.081,762.2507,21.9496,28.8879,-9999,-59994.03,-9999,702.6603,633.5846,650.6891,-0.0534,-0.2338,-0.4014,-44.2266,-0.6777
6980.751360,116.345856,1.939098,734.5897,762.6409,21.7546,28.7796,-9999,-59994.03,-9999,702.9258,633.9434,651.4019,-0.0535,-0.2388,-0.4057,-44.3296,-0.6784
6987.161600,116.452693,1.940878,735.103,763.1573,21.4466,28.6387,-9999,-59994.03,-9999,703.601,634.5233,651.5816,-0.0495,-0.2364,-0.3997,-43.955,-0.6756
6993.571840,116.559531,1.942659,735.6333,763.6523,21.7932,28.587,-9999,-59994.03,-9999,704.3887,635.2821,652.5226,-0.0514,-0.2367,-0.3976,-43.9425,-0.6727
6999.982080,116.666368,1.944439,736.0349,764.2076,22.1304,28.6132,-9999,-59994.03,-9999,704.8237,635.9323,653.0266,-0.0531,-0.237,-0.3949,-43.5629,-0.6727
7006.392320,116.773205,1.946220,736.5378,764.6857,21.9658,28.6417,-9999,-59994.03,-9999,705.4959,636.4126,653.4543,-0.0531,-0.2366,-0.3955,-43.0669,-0.6681
7012.802560,116.880043,1.948001,737.051,765.1766,22.0495,28.4969,-9999,-59994.03,-9999,706.0081,637.0016,654.1906,-0.0483,-0.2308,-0.3898,-42.3155,-0.6545
7019.212800,116.986880,1.949781,737.5424,765.5756,21.7587,28.6203,-9999,-59994.03,-9999,706.6728,637.6143,654.5972,-0.0403,-0.2217,-0.3811,-41.5373,-0.646
7025.623040,117.093717,1.951562,738.0913,766.1347,21.9253,28.7883,-9999,-59994.03,-9999,707.1041,638.1962,655.3422,-0.0318,-0.2087,-0.3668,-40.5351,-0.633
7032.033280,117.200555,1.953343,738.568,766.6464,21.8624,28.5297,-9999,-59994.03,-9999,708.4027,638.7648,655.7299,-0.0349,-0.2056,-0.3616,-39.7431,-0.6252
7038.443520,117.307392,1.955123,739.116,767.1359,21.9503,28.6925,-9999,-59994.03,-9999,708.9664,639.2899,656.4766,-0.0366,-0.2069,-0.3629,-39.4791,-0.6196
7044.853760,117.414229,1.956904,739.5907,767.5696,21.7641,28.5679,-9999,-59994.03,-9999,709.1774,639.8871,656.9666,-0.0317,-0.2043,-0.3605,-38.898,-0.613
7051.264000,117.521067,1.958684,740.1397,768.1039,21.985,28.5465,-9999,-59994.03,-9999,710.1938,640.3496,657.8771,-0.0316,-0.1992,-0.3525,-38.2067,-0.6077
7057.674240,117.627904,1.960465,740.5933,768.5517,21.4087,28.6182,-9999,-59994.03,-9999,710.1633,641.1717,658.4627,-0.0312,-0.1951,-0.3477,-37.8599,-0.6036
7064.084480,117.734741,1.962246,741.1762,769.0902,21.7722,28.4718,-9999,-59994.03,-9999,710.6695,641.8698,658.8094,-0.0286,-0.1866,-0.3388,-36.917,-0.5945
7070.494720,117.841579,1.964026,741.4744,769.5148,21.628,28.593,-9999,-59994.03,-9999,711.4309,642.6397,659.3675,-0.0269,-0.1775,-0.3284,-36.088,-0.586
7076.904960,117.948416,1.965807,742.1282,770.1126,22.0449,28.6332,-9999,-59994.03,-9999,712.1481,643.2363,659.8657,-0.0299,-0.176,-0.3243,-35.4606,-0.5749
7083.315200,118.055253,1.967588,742.5678,770.5475,22.0351,28.6235,-9999,-59994.03,-9999,712.9891,643.5255,660.6896,-0.0282,-0.1744,-0.3184,-34.7329,-0.564
7089.725440,118.162091,1.969368,743.0577,771.0702,21.6396,28.8237,-9999,-59994.03,-9999,712.9304,644.4943,661.0614,-0.0322,-0.176,-0.3172,-34.3564,-0.556
7096.135680,118.268928,1.971149,743.5878,771.5788,21.7564,28.8405,-9999,-59994.03,-9999,713.8666,645.0196,661.767,-0.0284,-0.1711,-0.3113,-33.7255,-0.549
7102.545920,118.375765,1.972929,744.1223,772.0332,21.8409,28.5732,-9999,-59994.03,-9999,714.3219,645.4811,662.567,-0.0281,-0.1721,-0.309,-33.2675,-0.5501
7108.956160,118.482603,1.974710,744.5665,772.5719,21.7779,28.9917,-9999,-59994.03,-9999,714.9157,646.2698,662.6635,-0.0323,-0.181,-0.3151,-33.6651,-0.5521
7115.366400,118.589440,1.976491,745.0537,773.0084,21.7446,28.9469,-9999,-59994.03,-9999,716.1122,646.6114,663.596,-0.032,-0.1818,-0.3172,-33.6922,-0.546
7121.776640,118.696277,1.978271,745.6121,773.5594,22.0668,28.6681,-9999,-59994.03,-9999,716.7868,647.363,664.1348,-0.0334,-0.1817,-0.3129,-33.1015,-0.5406
7128.186880,118.803115,1.980052,746.0074,773.8889,21.5168,29.0818,-9999,-59994.03,-9999,716.812,648.1492,664.5983,-0.0325,-0.1843,-0.3156,-33.2723,-0.5429
7134.597120,118.909952,1.981833,746.5619,774.4509,21.978,28.6562,-9999,-59994.03,-9999,717.7917,648.2717,665.31,-0.0351,-0.189,-0.3212,-33.8096,-0.5463
7141.007360,119.016789,1.983613,747.1288,774.933,21.753,28.5601,-9999,-59994.03,-9999,718.392,649.0814,665.9779,-0.0391,-0.1911,-0.3201,-33.5966,-0.5444
7147.417600,119.123627,1.985394,747.6315,775.4861,21.8833,29.1156,-9999,-59994.03,-9999,718.7366,649.7989,666.6819,-0.0389,-0.1927,-0.3215,-33.8954,-0.5475
7153.827840,119.230464,1.987174,748.0005,776.0121,22.1816,28.904,-9999,-59994.03,-9999,719.4666,650.3879,667.0989,-0.0368,-0.1919,-0.3238,-34.8468,-0.5566
7160.238080,119.337301,1.988955,748.4604,776.3773,21.4633,28.8782,-9999,-59994.03,-9999,720.1595,651.0129,667.4646,-0.0336,-0.1909,-0.3289,-35.0631,-0.5606
7166.648320,119.444139,1.990736,749.0459,776.8704,21.8561,28.9577,-9999,-59994.03,-9999,720.2805,651.5243,668.5644,-0.0316,-0.1869,-0.3257,-34.2811,-0.5512
7173.058560,119.550976,1.992516,749.5655,777.4769,22.3416,28.7792,-9999,-59994.03,-9999,721.1838,652.2724,668.8622,-0.0327,-0.1885,-0.3252,-33.8649,-0.5448
7179.468800,119.657813,1.994297,749.965,777.9457,22.0394,29.0881,-9999,-59994.03,-9999,722.0981,652.7808,669.5625,-0.0334,-0.1864,-0.3229,-33.4525,-0.54
7185.879040,119.764651,1.996078,750.5983,778.4444,22.0685,28.898,-9999,-59994.03,-9999,722.2363,653.5238,669.9291,-0.032,-0.1876,-0.3211,-32.9836,-0.5352
7192.289280,119.871488,1.997858,750.9729,778.8742,22.0627,28.7477,-9999,-59994.03,-9999,723.0462,653.8849,670.6497,-0.0307,-0.1853,-0.3158,-32.63,-0.5326
7198.699520,119.978325,1.999639,751.4439,779.3143,21.735,29.0366,-9999,-59994.03,-9999,723.1818,653.9335,670.1194,-0.0261,-0.1782,-0.3102,-32.5358,-0.5325
7205.109760,120.085163,2.001419,746.3675,780.8346,25.1846,31.6928,-9999,-59994.03,-9999,726.2161,657.5649,674.2693,-0.0275,-0.1725,-0.3076,-32.5915,-0.5312
7211.520000,120.192000,2.003200,746.6589,779.518,25.1968,31.6957,-9999,-59994.03,-9999,726.7626,658.1922,674.8427,-0.0274,-0.1735,-0.3144,-33.0082,-0.5387
7217.930240,120.298837,2.004981,746.8425,778.0689,25.1904,31.7008,-9999,-59994.03,-9999,727.2916,658.7873,675.4216,-0.0333,-0.1845,-0.325,-33.841,-0.5408
7224.340480,120.405675,2.006761,746.9368,776.7095,25.1957,31.7077,-9999,-59994.03,-9999,727.8054,659.4132,675.9972,-0.0374,-0.193,-0.3318,-34.2912,-0.5461
7230.750720,120.512512,2.008542,746.9276,775.4233,25.1872,31.7068,-9999,-59994.03,-9999,728.3016,660.0413,676.5778,-0.0392,-0.1966,-0.3316,-34.662,-0.5522
7237.160960,120.619349,2.010322,746.838,774.2217,25.1996,31.7095,-9999,-59994.03,-9999,728.7739,660.6528,677.1682,-0.0379,-0.1925,-0.3293,-34.3569,-0.5512
7243.571200,120.726187,2.012103,746.678,773.0658,25.1934,31.7127,-9999,-59994.03,-9999,729.2209,661.2581,677.7454,-0.0376,-0.1927,-0.3318,-34.7617,-0.5526
7249.981440,120.833024,2.013884,746.4539,771.9639,25.1939,31.72,-9999,-59994.03,-9999,729.6464,661.8723,678.3323,-0.0351,-0.192,-0.3296,-34.731,-0.5519
7256.391680,120.939861,2.015664,746.1904,770.9066,25.2012,31.7363,-9999,-59994.03,-9999,730.0533,662.4799,678.9061,-0.0365,-0.192,-0.3282,-34.6382,-0.5531
7262.801920,121.046699,2.017445,745.8795,769.8705,25.1989,31.7446,-9999,-59994.03,-9999,730.4474,663.0826,679.483,-0.036,-0.1923,-0.3273,-34.501,-0.5549
7269.212160,121.153536,2.019226,745.5421,768.8834,25.2088,31.7416,-9999,-59994.03,-9999,730.8146,663.6722,680.0571,-0.0356,-0.1924,-0.3293,-34.4367,-0.5555
7275.622400,121.260373,2.021006,745.1686,767.8926,25.2001,31.7402,-9999,-59994.03,-9999,731.163,664.2659,680.6299,-0.0362,-0.1968,-0.3357,-34.8784,-0.5591
7282.032640,121.367211,2.022787,744.769,766.9621,25.2091,31.74,-9999,-59994.03,-9999,731.5065,664.8608,681.2019,-0.0358,-0.194,-0.3359,-35.2504,-0.5579
7288.442880,121.474048,2.024567,744.3554,766.034,25.2042,31.7448,-9999,-59994.03,-9999,731.8347,665.4621,681.7795,-0.0351,-0.1903,-0.337,-35.4623,-0.5596
7294.853120,121.580885,2.026348,743.9228,765.1302,25.2072,31.7395,-9999,-59994.03,-9999,732.165,666.0553,682.3583,-0.0336,-0.1905,-0.3405,-35.8867,-0.5619
7301.263360,121.687723,2.028129,743.4404,764.275,25.1855,31.7315,-9999,-59994.03,-9999,732.4573,666.6561,682.9008,-0.0319,-0.1893,-0.3416,-36.2639,-0.5618
7307.673600,121.794560,2.029909,743.0063,763.3741,25.2005,31.7485,-9999,-59994.03,-9999,732.7615,667.2452,683.4758,-0.0364,-0.1934,-0.3435,-36.908,-0.5625
7314.083840,121.901397,2.031690,742.5322,762.5297,25.2109,31.7469,-9999,-59994.03,-9999,733.0449,667.8472,684.0413,-0.034,-0.1903,-0.3402,-36.7151,-0.5641
7320.494080,122.008235,2.033471,742.0495,761.6838,25.2091,31.7455,-9999,-59994.03,-9999,733.3021,668.4429,684.6012,-0.0329,-0.1872,-0.3347,-36.315,-0.5627
7326.904320,122.115072,2.035251,741.5592,760.8579,25.2068,31.7473,-9999,-59994.03,-9999,733.5578,669.0349,685.1495,-0.0351,-0.1889,-0.333,-36.1796,-0.5625
7333.314560,122.221909,2.037032,741.0591,760.0472,25.2118,31.7501,-9999,-59994.03,-9999,733.7964,669.6225,685.6976,-0.0348,-0.1889,-0.3329,-36.2132,-0.5638
7339.724800,122.328747,2.038812,740.5544,759.2412,25.2058,31.7592,-9999,-59994.03,-9999,734.03,670.2124,686.2451,-0.0365,-0.1891,-0.335,-36.5426,-0.5722
7346.135040,122.435584,2.040593,740.0505,758.4601,25.2181,31.7606,-9999,-59994.03,-9999,734.2621,670.7959,686.7846,-0.0355,-0.188,-0.3323,-36.7018,-0.5771
7352.545280,122.542421,2.042374,739.5405,757.6742,25.2088,31.7707,-9999,-59994.03,-9999,734.4807,671.3762,687.3111,-0.0342,-0.1856,-0.3293,-36.2982,-0.5775
7358.955520,122.649259,2.044154,739.0254,756.9118,25.2201,31.7693,-9999,-59994.03,-9999,734.7057,671.9762,687.8474,-0.0368,-0.1878,-0.3281,-35.9937,-0.5746
7365.365760,122.756096,2.045935,738.5093,756.1432,25.2077,31.767,-9999,-59994.03,-9999,734.9149,672.5659,688.3658,-0.0363,-0.1887,-0.3314,-36.0131,-0.5734
7371.776000,122.862933,2.047716,737.9901,755.4111,25.2118,31.7636,-9999,-59994.03,-9999,735.126,673.1691,688.8832,-0.0325,-0.182,-0.3263,-35.531,-0.5661
7378.186240,122.969771,2.049496,737.4727,754.6475,25.21,31.7741,-9999,-59994.03,-9999,735.3397,673.7355,689.3931,-0.0335,-0.1805,-0.3254,-35.287,-0.5641
7384.596480,123.076608,2.051277,736.9565,753.9196,25.219,31.7762,-9999,-59994.03,-9999,735.53,674.3179,689.8912,-0.0355,-0.1834,-0.3284,-35.7285,-0.5679
7391.006720,123.183445,2.053057,736.4309,753.1949,25.2261,31.7792,-9999,-59994.03,-9999,735.7338,674.9011,690.3887,-0.0369,-0.1883,-0.3355,-36.6093,-0.5761
7397.416960,123.290283,2.054838,735.9056,752.4739,25.2174,31.7778,-9999,-59994.03,-9999,735.9298,675.4863,690.8894,-0.0392,-0.195,-0.341,-37.1669,-0.5804
7403.827200,123.397120,2.056619,735.4015,751.757,25.2181,31.7851,-9999,-59994.03,-9999,736.0978,676.0564,691.3469,-0.0399,-0.1972,-0.343,-37.2531,-0.5804
7410.237440,123.503957,2.058399,734.868,751.0526,25.2121,31.7833,-9999,-59994.03,-9999,736.2712,676.6188,691.8279,-0.0367,-0.1952,-0.3422,-37.0706,-0.5795
7416.647680,123.610795,2.060180,734.343,750.3509,25.2125,31.7712,-9999,-59994.03,-9999,736.4446,677.1794,692.2988,-0.0353,-0.1945,-0.3392,-36.6218,-0.575
7423.057920,123.717632,2.061961,733.8401,749.6686,25.2188,31.7615,-9999,-59994.03,-9999,736.6065,677.7508,692.7612,-0.033,-0.1904,-0.331,-35.716,-0.5661
7429.468160,123.824469,2.063741,733.3198,748.9805,25.2508,31.7533,-9999,-59994.03,-9999,736.8136,678.3087,693.21,-0.0327,-0.1869,-0.3251,-34.9065,-0.5564
7435.878400,123.931307,2.065522,732.8018,748.3018,25.2388,31.7624,-9999,-59994.03,-9999,736.9518,678.871,693.666,-0.0356,-0.1893,-0.3226,-33.9383,-0.5456
7442.288640,124.038144,2.067302,732.275,747.6346,25.2056,31.7673,-9999,-59994.03,-9999,737.1266,679.4242,694.0867,-0.0395,-0.1905,-0.3214,-33.521,-0.5407
7448.698880,124.144981,2.069083,731.7828,747.0313,25.1669,31.8385,-9999,-59994.03,-9999,737.2543,679.9857,694.5117,-0.0372,-0.1939,-0.3264,-33.6636,-0.5418
7455.109120,124.251819,2.070864,731.2406,746.3005,25.228,31.7654,-9999,-59994.03,-9999,737.3976,680.5164,694.9413,-0.0323,-0.1901,-0.3254,-33.5335,-0.538
7461.519360,124.358656,2.072644,730.7146,745.6334,25.2238,31.748,-9999,-59994.03,-9999,737.5563,681.0657,695.3475,-0.0339,-0.1889,-0.3253,-33.9617,-0.5417
7467.929600,124.465493,2.074425,730.1973,744.9888,25.2278,31.7567,-9999,-59994.03,-9999,737.6914,681.6198,695.7756,-0.0365,-0.1889,-0.3271,-34.4048,-0.5426
